sn,seglen
5742593,1460
5750785,1460
5752245,1460
5753705,1460
5755165,1460
5756625,1460
5758085,892
5758977,1460
5761897,1460
5763357,1460
5764817,1460
5766277,892
5760437,1460
5767169,1460
5768629,1460
5771549,1460
5773009,1460
5774469,892
5770089,1460
5775361,1460
5776821,1460
5778281,1460
5779741,1460
5781201,1460
5782661,892
5783553,1460
5785013,1460
5786473,1460
5787933,1460
5789393,1460
5790853,892
5791745,1460
5793205,1460
5794665,1460
5796125,1460
5797585,1460
5799045,892
5799937,1460
5801397,1460
5802857,1460
5804317,1460
5805777,1460
5807237,892
5808129,1460
5809589,1460
5811049,1460
5812509,1460
5813969,1460
5815429,892
5817781,1460
5819241,1460
5820701,1460
5822161,1460
5823621,892
5816321,1460
5824513,1460
5827433,1460
5828893,1460
5830353,1460
5831813,892
5825973,1460
5832705,1460
5834165,1460
5835625,1460
5837085,1460
5838545,1460
5840005,892
5840897,1460
5842357,1460
5843817,1460
5845277,1460
5846737,1460
5848197,892
5850549,1460
5852009,1460
5854929,1460
5856389,892
5849089,1460
5853469,1460
5857281,1460
5858741,1460
5860201,1460
5861661,1460
5863121,1460
5866041,1460
5867501,1460
5868961,1460
5870421,1460
5871881,1460
5864581,1460
5873341,1460
5874801,1460
5876261,1460
5877721,1460
5879181,1460
5882036,1460
5883496,1460
5886416,1460
5887876,1460
5880641,1460
5889336,1460
5884956,470
5885426,990
5885426,1460
5885426,1460
5893716,1460
5895176,1460
5890796,1460
5898096,1460
5899556,1460
5892256,1460
5901016,1460
5902476,1460
5896636,1460
5903936,1460
5905396,1460
5906856,1460
5908316,1460
5909776,1460
5911236,1460
5912696,1460
5914156,921
5915077,1460
5916537,1460
5919457,1460
5920917,1460
5922377,1222
5923599,1460
5925059,1460
5926519,1460
5927979,1460
5929439,1460
5917997,1460
5930899,1460
5932359,1460
5933819,1460
5935279,1460
5936739,1460
5938199,1460
5939659,1460
5941119,1460
5942579,1460
5944039,1460
5945499,1460
5946959,1377
5948336,1460
5949796,1460
5951256,1460
5952716,1460
5954176,1460
5955636,1460
5957096,1460
5958556,1460
5960016,1460
5961476,1460
5962936,841
5965237,1460
5966697,1460
5969617,1460
5963777,1460
5971969,1460
5973429,1460
5968157,1460
5971077,1460
5973997,1460
5975457,1460
5976917,1460
5978377,1460
5979837,1460
5981297,1460
5982757,1460
5985677,1460
5987137,1460
5988597,1460
5990057,1460
5991517,1460
5992977,1460
5984217,1460
5997357,1460
5998817,1460
6000277,1460
6001737,1460
5994437,1460
5995897,1460
6003197,1460
6006117,1460
6007577,1460
6009037,1460
6010497,1460
6004657,1460
6011957,1460
6013417,1460
6014877,1460
6017797,1460
6019257,1460
6020717,783
6021500,1460
6022960,1460
6016337,1460
6024420,1460
6025880,1460
6027340,1460
6028800,1283
6030083,1460
6031543,1460
6033003,1460
6034463,1460
6035923,1460
6037505,1460
6038965,1460
6040425,1460
6041885,1460
6037383,1460
6044805,1460
6046265,1460
6043345,1460
6047725,1460
6049185,1460
6050645,1460
6052105,1460
6053565,1460
6055025,1460
6056485,1460
6057945,1460
6059405,1460
6062325,1460
6063785,1460
6065245,1460
6066705,1460
6068165,1460
6069625,1460
6060865,1460
6071085,1460
6072545,1460
6074005,1460
6075465,1460
6076925,1460
6078385,514
6078899,1460
6080359,1460
6081819,1460
6083279,1460
6084739,1460
6086199,1460
6087659,1460
6090579,1460
6092039,1460
6094959,1460
6096419,1460
6097879,1460
6099339,1460
6089119,1460
6093499,1460
6100799,1460
6102259,1460
6103719,1460
6105179,1460
6106639,1460
6108099,1460
6109559,1460
6111019,214
6111233,1460
6112693,1460
6114153,1460
6115613,1460
6117073,1460
6118533,892
6119425,1460
6120885,1460
6122345,1460
6123805,1460
6125265,1460
6126725,892
6127617,1460
6129077,1460
6130537,1460
6131997,1460
6133457,1460
6135809,1460
6137269,1460
6138729,1460
6140189,1460
6141649,1460
6143109,892
6134917,1460
6145461,1460
6146921,1460
6148381,1460
6149841,1460
6151301,892
6144001,1460
6155113,1460
6156573,1460
6158033,1460
6152193,1460
6153653,1460
6159493,1460
6160953,1460
6162413,1460
6163873,1460
6165333,1460
6166793,1460
6168253,1460
6169713,1460
6171173,1460
6172633,1460
6174093,1460
6177013,1460
6178473,1460
6179933,1460
6181393,1460
6182853,1460
6184313,1280
6185593,1460
6187053,1460
6188513,1460
6189973,1460
6191433,1460
6194353,1460
6195813,1460
6197273,1460
6198733,1460
6192893,1460
6200193,1460
6201653,1460
6203113,1460
6204573,1460
6206033,1460
6207493,1460
6208953,1460
6210413,1460
6211873,1460
6213333,1460
6214793,1460
6216253,1460
6217713,1460
6175553,1460
6220633,1460
6222093,1460
6219173,1460
6222093,1460
6223553,1460
6225013,1460
6226473,1460
6227933,1460
6229393,1460
6230853,1460
6232313,1460
6233773,1460
6235233,1460
6236693,1460
6238153,1460
6239613,1460
6241073,1232
6242305,1460
6243765,1460
6245225,1460
6246685,1460
6248145,1460
6249605,892
6250497,1460
6251957,1460
6253417,1460
6254877,1460
6256337,1460
6258689,1460
6261609,1460
6263069,1460
6265989,892
6257797,1460
6266881,1460
6260149,1460
6268341,1460
6269801,1460
6264529,1460
6271261,1460
6272721,1460
6274181,1460
6275641,1460
6277101,1460
6278561,1460
6280021,1460
6281481,1460
6282941,1083
6284024,1460
6285484,1460
6286944,1460
6288404,1460
6289864,1460
6291324,915
6293699,1460
6295159,1460
6296619,1460
6298079,1460
6299539,426
6301425,1460
6302885,1460
6305805,1460
6307265,1460
6292239,1460
6308725,1460
6299965,1460
6304345,1460
6311645,1460
6313105,1460
6314565,1460
6316025,1460
6317485,1460
6318945,1460
6320405,1460
6310185,1460
6321865,1460
6326245,1460
6327705,1460
6329165,1460
6330625,1460
6323325,1460
6324785,1460
6324785,1460
6332085,1460
6333545,1460
6335005,1460
6336465,1460
6337925,1460
6339385,1460
6340845,1460
6342305,1460
6345225,1460
6346685,1460
6348145,1159
6349304,1460
6350764,1460
6352224,1460
6353684,1460
6355144,1460
6343765,1460
6356604,1460
6358064,1460
6359524,1460
6360984,1460
6362444,1460
6363904,1460
6365364,1460
6366824,1460
6369744,1460
6371204,1460
6372664,1460
6374124,1460
6375584,1460
6377044,1460
6368284,1460
6379964,1460
6381424,1460
6382884,1460
6384344,1460
6378504,1460
6385804,1460
6387264,1460
6388724,1460
6390184,1460
6391644,1460
6393104,1460
6394564,1460
6396024,1460
6397484,469
6397953,1460
6399413,1460
6402333,1460
6403793,1460
6405253,892
6406145,1460
6407605,1460
6400873,1460
6409065,1460
6410525,1460
6411985,1460
6413445,892
6414337,1460
6415797,1460
6417257,1460
6418717,1460
6420177,1460
6422529,1460
6423989,1460
6425449,1460
6428369,1460
6421637,1460
6426909,1460
6431289,1460
6434209,1460
6429829,1460
6435669,1460
6437129,1460
6432749,1460
6438589,1460
6440049,1460
6442969,1460
6444429,1460
6445889,1460
6447349,1460
6441509,1460
6448809,1460
6451729,1460
6453189,1460
6454649,942
6450269,1460
6455591,1460
6457051,1460
6458511,1460
6459971,1460
6462891,1460
6464351,1460
6465811,1460
6467271,1460
6461431,1460
6468731,1460
6470191,1460
6471651,486
6472137,1460
6473597,1460
6475057,1460
6476517,1460
6477977,1460
6479437,1198
6480635,1460
6482095,1460
6483555,1460
6485015,1460
6486475,1460
6487935,732
